Postcode,shortPostcode,Avg_download,District,Town,County
LS278GU,LS27,21.2,LEEDS,LEEDS,WEST YORKSHIRE
LS278GW,LS27,28.9,LEEDS,LEEDS,WEST YORKSHIRE
LS278GX,LS27,21.9,LEEDS,LEEDS,WEST YORKSHIRE
LS278GY,LS27,30.5,LEEDS,LEEDS,WEST YORKSHIRE
LS278GZ,LS27,25.9,LEEDS,LEEDS,WEST YORKSHIRE
LS278HD,LS27,26.2,LEEDS,LEEDS,WEST YORKSHIRE
LS278HE,LS27,26.2,LEEDS,LEEDS,WEST YORKSHIRE
LS278HH,LS27,79.9,LEEDS,LEEDS,WEST YORKSHIRE
LS278HL,LS27,51.5,LEEDS,LEEDS,WEST YORKSHIRE
LS278HN,LS27,39.9,LEEDS,LEEDS,WEST YORKSHIRE
LS278HP,LS27,60.5,LEEDS,LEEDS,WEST YORKSHIRE
LS278HS,LS27,21.6,LEEDS,LEEDS,WEST YORKSHIRE
LS278HT,LS27,42.1,LEEDS,LEEDS,WEST YORKSHIRE
LS278HU,LS27,63.6,LEEDS,LEEDS,WEST YORKSHIRE
LS278HW,LS27,57,LEEDS,LEEDS,WEST YORKSHIRE
LS278JB,LS27,63.1,LEEDS,LEEDS,WEST YORKSHIRE
LS278JD,LS27,47,LEEDS,LEEDS,WEST YORKSHIRE
LS278JE,LS27,29.6,LEEDS,LEEDS,WEST YORKSHIRE
LS278JF,LS27,55.5,LEEDS,LEEDS,WEST YORKSHIRE
LS278JG,LS27,55.9,LEEDS,LEEDS,WEST YORKSHIRE
LS278JH,LS27,59.3,LEEDS,LEEDS,WEST YORKSHIRE
LS278JP,LS27,52.2,LEEDS,LEEDS,WEST YORKSHIRE
LS278JR,LS27,59.7,LEEDS,LEEDS,WEST YORKSHIRE
LS278JT,LS27,21,LEEDS,LEEDS,WEST YORKSHIRE
LS278JU,LS27,76.5,LEEDS,LEEDS,WEST YORKSHIRE
LS278JW,LS27,36.1,LEEDS,LEEDS,WEST YORKSHIRE
LS278JX,LS27,73.4,LEEDS,LEEDS,WEST YORKSHIRE
LS278JY,LS27,39.4,LEEDS,LEEDS,WEST YORKSHIRE
LS278JZ,LS27,22.7,LEEDS,LEEDS,WEST YORKSHIRE
LS278LA,LS27,37.4,LEEDS,LEEDS,WEST YORKSHIRE
LS278LD,LS27,33,LEEDS,LEEDS,WEST YORKSHIRE
LS278LH,LS27,71.2,LEEDS,LEEDS,WEST YORKSHIRE
LS278LJ,LS27,63,LEEDS,LEEDS,WEST YORKSHIRE
LS278LL,LS27,90.8,LEEDS,LEEDS,WEST YORKSHIRE
LS278LQ,LS27,40,LEEDS,LEEDS,WEST YORKSHIRE
LS278LR,LS27,38.1,LEEDS,LEEDS,WEST YORKSHIRE
LS278LS,LS27,104.1,LEEDS,LEEDS,WEST YORKSHIRE
LS278LT,LS27,38.3,LEEDS,LEEDS,WEST YORKSHIRE
LS278LU,LS27,50.3,LEEDS,LEEDS,WEST YORKSHIRE
LS278LW,LS27,67.4,LEEDS,LEEDS,WEST YORKSHIRE
LS278LX,LS27,34.5,LEEDS,LEEDS,WEST YORKSHIRE
LS278LY,LS27,29.8,LEEDS,LEEDS,WEST YORKSHIRE
LS278NA,LS27,62.8,LEEDS,LEEDS,WEST YORKSHIRE
LS278NB,LS27,15.4,LEEDS,LEEDS,WEST YORKSHIRE
LS278NF,LS27,67.9,LEEDS,LEEDS,WEST YORKSHIRE
LS278NJ,LS27,39.5,LEEDS,LEEDS,WEST YORKSHIRE
LS278NL,LS27,34.7,LEEDS,LEEDS,WEST YORKSHIRE
LS278NP,LS27,64.3,LEEDS,LEEDS,WEST YORKSHIRE
LS278NQ,LS27,33.6,LEEDS,LEEDS,WEST YORKSHIRE
LS278NR,LS27,33.9,LEEDS,LEEDS,WEST YORKSHIRE
LS278NS,LS27,66.9,LEEDS,LEEDS,WEST YORKSHIRE
LS278NT,LS27,47.5,LEEDS,LEEDS,WEST YORKSHIRE
LS278NU,LS27,38.5,LEEDS,LEEDS,WEST YORKSHIRE
LS278NW,LS27,79,LEEDS,LEEDS,WEST YORKSHIRE
LS278NX,LS27,49.2,LEEDS,LEEDS,WEST YORKSHIRE
LS278NY,LS27,59.9,LEEDS,LEEDS,WEST YORKSHIRE
LS278NZ,LS27,43.6,LEEDS,LEEDS,WEST YORKSHIRE
LS278PA,LS27,44.4,LEEDS,LEEDS,WEST YORKSHIRE
LS278PB,LS27,53.3,LEEDS,LEEDS,WEST YORKSHIRE
LS278PD,LS27,70.5,LEEDS,LEEDS,WEST YORKSHIRE
LS278PQ,LS27,28,LEEDS,LEEDS,WEST YORKSHIRE
LS278PT,LS27,31.6,LEEDS,LEEDS,WEST YORKSHIRE
LS278PZ,LS27,28,LEEDS,LEEDS,WEST YORKSHIRE
LS278QA,LS27,69.5,LEEDS,LEEDS,WEST YORKSHIRE
LS278QB,LS27,45,LEEDS,LEEDS,WEST YORKSHIRE
LS278QE,LS27,62.3,LEEDS,LEEDS,WEST YORKSHIRE
LS278QJ,LS27,33.6,LEEDS,LEEDS,WEST YORKSHIRE
LS278QN,LS27,90.9,LEEDS,LEEDS,WEST YORKSHIRE
LS278QP,LS27,70.2,LEEDS,LEEDS,WEST YORKSHIRE
LS278QQ,LS27,53.2,LEEDS,LEEDS,WEST YORKSHIRE
LS278QR,LS27,46.7,LEEDS,LEEDS,WEST YORKSHIRE
LS278QS,LS27,52.2,LEEDS,LEEDS,WEST YORKSHIRE
LS278QU,LS27,94.5,LEEDS,LEEDS,WEST YORKSHIRE
LS278QX,LS27,43.8,LEEDS,LEEDS,WEST YORKSHIRE
LS278QY,LS27,34.5,LEEDS,LEEDS,WEST YORKSHIRE
LS278QZ,LS27,64.6,LEEDS,LEEDS,WEST YORKSHIRE
LS278RB,LS27,40.7,LEEDS,LEEDS,WEST YORKSHIRE
LS278RD,LS27,43.3,LEEDS,LEEDS,WEST YORKSHIRE
LS278RE,LS27,48.7,LEEDS,LEEDS,WEST YORKSHIRE
LS278RF,LS27,73.8,LEEDS,LEEDS,WEST YORKSHIRE
LS278RG,LS27,67.5,LEEDS,LEEDS,WEST YORKSHIRE
LS278RH,LS27,77.4,LEEDS,LEEDS,WEST YORKSHIRE
LS278RJ,LS27,65.9,LEEDS,LEEDS,WEST YORKSHIRE
LS278RL,LS27,33.1,LEEDS,LEEDS,WEST YORKSHIRE
LS278RN,LS27,51.9,LEEDS,LEEDS,WEST YORKSHIRE
LS278RP,LS27,51.1,LEEDS,LEEDS,WEST YORKSHIRE
LS278RR,LS27,54.5,LEEDS,LEEDS,WEST YORKSHIRE
LS278RS,LS27,69.8,LEEDS,LEEDS,WEST YORKSHIRE
LS278RT,LS27,68.1,LEEDS,LEEDS,WEST YORKSHIRE
LS278RU,LS27,51.3,LEEDS,LEEDS,WEST YORKSHIRE
LS278RW,LS27,66.9,LEEDS,LEEDS,WEST YORKSHIRE
LS278RY,LS27,57.7,LEEDS,LEEDS,WEST YORKSHIRE
LS278RZ,LS27,33,LEEDS,LEEDS,WEST YORKSHIRE
LS278SA,LS27,72.1,LEEDS,LEEDS,WEST YORKSHIRE
LS278SB,LS27,48.3,LEEDS,LEEDS,WEST YORKSHIRE
LS278SD,LS27,68.3,LEEDS,LEEDS,WEST YORKSHIRE
LS278SE,LS27,60.2,LEEDS,LEEDS,WEST YORKSHIRE
LS278SF,LS27,68.2,LEEDS,LEEDS,WEST YORKSHIRE
LS278SG,LS27,82.7,LEEDS,LEEDS,WEST YORKSHIRE
LS278SJ,LS27,66.4,LEEDS,LEEDS,WEST YORKSHIRE
LS278SL,LS27,70.3,LEEDS,LEEDS,WEST YORKSHIRE
LS278SN,LS27,39.4,LEEDS,LEEDS,WEST YORKSHIRE
LS278SP,LS27,71.5,LEEDS,LEEDS,WEST YORKSHIRE
LS278SQ,LS27,54.3,LEEDS,LEEDS,WEST YORKSHIRE
LS278SR,LS27,39.7,LEEDS,LEEDS,WEST YORKSHIRE
LS278ST,LS27,57.3,LEEDS,LEEDS,WEST YORKSHIRE
LS278SW,LS27,68.7,LEEDS,LEEDS,WEST YORKSHIRE
LS278SX,LS27,65,LEEDS,LEEDS,WEST YORKSHIRE
LS278SZ,LS27,52.2,LEEDS,LEEDS,WEST YORKSHIRE
LS278TA,LS27,20,LEEDS,LEEDS,WEST YORKSHIRE
LS278TD,LS27,51.4,LEEDS,LEEDS,WEST YORKSHIRE
LS278TF,LS27,73.4,LEEDS,LEEDS,WEST YORKSHIRE
LS278TG,LS27,70.6,LEEDS,LEEDS,WEST YORKSHIRE
LS278TJ,LS27,48.6,LEEDS,LEEDS,WEST YORKSHIRE
LS278TN,LS27,70,LEEDS,LEEDS,WEST YORKSHIRE
LS278TS,LS27,33.8,LEEDS,LEEDS,WEST YORKSHIRE
LS278TX,LS27,21.9,LEEDS,LEEDS,WEST YORKSHIRE
LS278TY,LS27,32,LEEDS,LEEDS,WEST YORKSHIRE
LS278TZ,LS27,64.6,LEEDS,LEEDS,WEST YORKSHIRE
LS278UA,LS27,54.2,LEEDS,LEEDS,WEST YORKSHIRE
LS278UB,LS27,40.2,LEEDS,LEEDS,WEST YORKSHIRE
LS278UD,LS27,42.1,LEEDS,LEEDS,WEST YORKSHIRE
LS278UE,LS27,97.8,LEEDS,LEEDS,WEST YORKSHIRE
LS278UG,LS27,62,LEEDS,LEEDS,WEST YORKSHIRE
LS278UH,LS27,69.8,LEEDS,LEEDS,WEST YORKSHIRE
LS278UJ,LS27,57.6,LEEDS,LEEDS,WEST YORKSHIRE
LS278UL,LS27,45.2,LEEDS,LEEDS,WEST YORKSHIRE
LS278UR,LS27,29,LEEDS,LEEDS,WEST YORKSHIRE
LS278US,LS27,28,LEEDS,LEEDS,WEST YORKSHIRE
LS278UT,LS27,31.6,LEEDS,LEEDS,WEST YORKSHIRE
LS278UU,LS27,25.4,LEEDS,LEEDS,WEST YORKSHIRE
LS278UW,LS27,37,LEEDS,LEEDS,WEST YORKSHIRE
LS278UY,LS27,27.6,LEEDS,LEEDS,WEST YORKSHIRE
LS278WA,LS27,41.2,LEEDS,LEEDS,WEST YORKSHIRE
LS278WB,LS27,31.9,LEEDS,LEEDS,WEST YORKSHIRE
LS278WD,LS27,37,LEEDS,LEEDS,WEST YORKSHIRE
LS278WE,LS27,26.7,LEEDS,LEEDS,WEST YORKSHIRE
LS278WF,LS27,33,LEEDS,LEEDS,WEST YORKSHIRE
LS278WG,LS27,43.6,LEEDS,LEEDS,WEST YORKSHIRE
LS278WH,LS27,58.3,LEEDS,LEEDS,WEST YORKSHIRE
LS278WP,LS27,25.7,LEEDS,LEEDS,WEST YORKSHIRE
LS278WQ,LS27,25.7,LEEDS,LEEDS,WEST YORKSHIRE
LS278WR,LS27,82,LEEDS,LEEDS,WEST YORKSHIRE
LS278YL,LS27,40.2,LEEDS,LEEDS,WEST YORKSHIRE
LS278YP,LS27,25.8,LEEDS,LEEDS,WEST YORKSHIRE
LS278YS,LS27,27.7,LEEDS,LEEDS,WEST YORKSHIRE
LS278YW,LS27,17.8,LEEDS,LEEDS,WEST YORKSHIRE
LS278YX,LS27,100,LEEDS,LEEDS,WEST YORKSHIRE
LS279AA,LS27,49.6,LEEDS,LEEDS,WEST YORKSHIRE
LS279AB,LS27,37.9,LEEDS,LEEDS,WEST YORKSHIRE
LS279AE,LS27,81.8,LEEDS,LEEDS,WEST YORKSHIRE
LS279AF,LS27,57.8,LEEDS,LEEDS,WEST YORKSHIRE
LS279AG,LS27,37,LEEDS,LEEDS,WEST YORKSHIRE
LS279AH,LS27,20.3,LEEDS,LEEDS,WEST YORKSHIRE
LS279AL,LS27,46.1,LEEDS,LEEDS,WEST YORKSHIRE
LS279AP,LS27,22.3,LEEDS,LEEDS,WEST YORKSHIRE
LS279AR,LS27,22.9,LEEDS,LEEDS,WEST YORKSHIRE
LS279AT,LS27,29.7,LEEDS,LEEDS,WEST YORKSHIRE
LS279AU,LS27,30.2,LEEDS,LEEDS,WEST YORKSHIRE
LS279AW,LS27,24,LEEDS,LEEDS,WEST YORKSHIRE
LS279AY,LS27,34.2,LEEDS,LEEDS,WEST YORKSHIRE
LS279AZ,LS27,22.2,LEEDS,LEEDS,WEST YORKSHIRE
LS279BE,LS27,29.3,LEEDS,LEEDS,WEST YORKSHIRE
LS279BF,LS27,18.6,LEEDS,LEEDS,WEST YORKSHIRE
LS279BH,LS27,30.7,LEEDS,LEEDS,WEST YORKSHIRE
LS279BJ,LS27,66.3,LEEDS,LEEDS,WEST YORKSHIRE
LS279DA,LS27,35.7,LEEDS,LEEDS,WEST YORKSHIRE
LS279DE,LS27,29,LEEDS,LEEDS,WEST YORKSHIRE
LS279DJ,LS27,58.7,LEEDS,LEEDS,WEST YORKSHIRE
LS279DP,LS27,18.7,LEEDS,LEEDS,WEST YORKSHIRE
LS279DR,LS27,24.1,LEEDS,LEEDS,WEST YORKSHIRE
LS279DS,LS27,43.3,LEEDS,LEEDS,WEST YORKSHIRE
LS279DT,LS27,24,LEEDS,LEEDS,WEST YORKSHIRE
LS279DU,LS27,20.9,LEEDS,LEEDS,WEST YORKSHIRE
LS279DW,LS27,45.5,LEEDS,LEEDS,WEST YORKSHIRE
LS279DX,LS27,27.3,LEEDS,LEEDS,WEST YORKSHIRE
LS279EB,LS27,32.1,LEEDS,LEEDS,WEST YORKSHIRE
LS279ED,LS27,42.5,LEEDS,LEEDS,WEST YORKSHIRE
LS279EE,LS27,48.1,LEEDS,LEEDS,WEST YORKSHIRE
LS279EF,LS27,66.1,LEEDS,LEEDS,WEST YORKSHIRE
LS279EJ,LS27,39,LEEDS,LEEDS,WEST YORKSHIRE
LS279EN,LS27,36.7,LEEDS,LEEDS,WEST YORKSHIRE
LS279EP,LS27,58.2,LEEDS,LEEDS,WEST YORKSHIRE
LS279EQ,LS27,39.2,LEEDS,LEEDS,WEST YORKSHIRE
LS279ER,LS27,59.2,LEEDS,LEEDS,WEST YORKSHIRE
LS279ES,LS27,65.2,LEEDS,LEEDS,WEST YORKSHIRE
LS279ET,LS27,35.4,LEEDS,LEEDS,WEST YORKSHIRE
LS279EU,LS27,44.4,LEEDS,LEEDS,WEST YORKSHIRE
LS279EW,LS27,50.6,LEEDS,LEEDS,WEST YORKSHIRE
LS279EZ,LS27,21.7,LEEDS,LEEDS,WEST YORKSHIRE
LS279FA,LS27,59.7,LEEDS,LEEDS,WEST YORKSHIRE
LS279FB,LS27,115.8,LEEDS,LEEDS,WEST YORKSHIRE
LS279FD,LS27,61.6,LEEDS,LEEDS,WEST YORKSHIRE
LS279FF,LS27,101.3,LEEDS,LEEDS,WEST YORKSHIRE
LS279HB,LS27,31.3,LEEDS,LEEDS,WEST YORKSHIRE
LS279HD,LS27,28.5,LEEDS,LEEDS,WEST YORKSHIRE
LS279HE,LS27,30.1,LEEDS,LEEDS,WEST YORKSHIRE
LS279HF,LS27,27,LEEDS,LEEDS,WEST YORKSHIRE
LS279HG,LS27,28.5,LEEDS,LEEDS,WEST YORKSHIRE
LS279HH,LS27,32.7,LEEDS,LEEDS,WEST YORKSHIRE
LS279HJ,LS27,27.2,LEEDS,LEEDS,WEST YORKSHIRE
LS279HL,LS27,21.4,LEEDS,LEEDS,WEST YORKSHIRE
LS279HP,LS27,96.4,LEEDS,LEEDS,WEST YORKSHIRE
LS279HQ,LS27,33.9,LEEDS,LEEDS,WEST YORKSHIRE
LS279HR,LS27,69.3,LEEDS,LEEDS,WEST YORKSHIRE
LS279HT,LS27,34.8,LEEDS,LEEDS,WEST YORKSHIRE
LS279HU,LS27,47.9,LEEDS,LEEDS,WEST YORKSHIRE
LS279HW,LS27,43.3,LEEDS,LEEDS,WEST YORKSHIRE
LS279HX,LS27,69.6,LEEDS,LEEDS,WEST YORKSHIRE
LS279HZ,LS27,64.4,LEEDS,LEEDS,WEST YORKSHIRE
LS279JA,LS27,57.3,LEEDS,LEEDS,WEST YORKSHIRE
LS279JB,LS27,54.5,LEEDS,LEEDS,WEST YORKSHIRE
LS279JD,LS27,42.7,LEEDS,LEEDS,WEST YORKSHIRE
LS279JJ,LS27,42.1,LEEDS,LEEDS,WEST YORKSHIRE
LS279JL,LS27,50.3,LEEDS,LEEDS,WEST YORKSHIRE
LS279JN,LS27,56.3,LEEDS,LEEDS,WEST YORKSHIRE
LS279JR,LS27,66,LEEDS,LEEDS,WEST YORKSHIRE
LS279JT,LS27,65.7,LEEDS,LEEDS,WEST YORKSHIRE
LS279JU,LS27,35.5,LEEDS,LEEDS,WEST YORKSHIRE
LS279JW,LS27,34.9,LEEDS,LEEDS,WEST YORKSHIRE
LS279JX,LS27,59.5,LEEDS,LEEDS,WEST YORKSHIRE
LS279JY,LS27,50.4,LEEDS,LEEDS,WEST YORKSHIRE
LS279JZ,LS27,119.1,LEEDS,LEEDS,WEST YORKSHIRE
LS279LA,LS27,46.7,LEEDS,LEEDS,WEST YORKSHIRE
LS279LB,LS27,28,LEEDS,LEEDS,WEST YORKSHIRE
LS279LD,LS27,53.2,LEEDS,LEEDS,WEST YORKSHIRE
LS279LE,LS27,58.6,LEEDS,LEEDS,WEST YORKSHIRE
LS279LF,LS27,57.3,LEEDS,LEEDS,WEST YORKSHIRE
LS279LG,LS27,106.2,LEEDS,LEEDS,WEST YORKSHIRE
LS279LH,LS27,41.4,LEEDS,LEEDS,WEST YORKSHIRE
LS279LN,LS27,27.1,LEEDS,LEEDS,WEST YORKSHIRE
LS279LP,LS27,64.4,LEEDS,LEEDS,WEST YORKSHIRE
LS279LQ,LS27,59,LEEDS,LEEDS,WEST YORKSHIRE
LS279LR,LS27,46.1,LEEDS,LEEDS,WEST YORKSHIRE
LS279LS,LS27,46.8,LEEDS,LEEDS,WEST YORKSHIRE
LS279LT,LS27,69.2,LEEDS,LEEDS,WEST YORKSHIRE
LS279LU,LS27,90.8,LEEDS,LEEDS,WEST YORKSHIRE
LS279LW,LS27,41.6,LEEDS,LEEDS,WEST YORKSHIRE
LS279LX,LS27,102,LEEDS,LEEDS,WEST YORKSHIRE
LS279LY,LS27,50.4,LEEDS,LEEDS,WEST YORKSHIRE
LS279LZ,LS27,72.3,LEEDS,LEEDS,WEST YORKSHIRE
LS279NA,LS27,50.7,LEEDS,LEEDS,WEST YORKSHIRE
LS279NB,LS27,41.2,LEEDS,LEEDS,WEST YORKSHIRE
LS279ND,LS27,46.2,LEEDS,LEEDS,WEST YORKSHIRE
LS279NF,LS27,54.9,LEEDS,LEEDS,WEST YORKSHIRE
LS279NH,LS27,67.6,LEEDS,LEEDS,WEST YORKSHIRE
LS279NL,LS27,46.6,LEEDS,LEEDS,WEST YORKSHIRE
LS279NN,LS27,60.9,LEEDS,LEEDS,WEST YORKSHIRE
LS279NP,LS27,44.9,LEEDS,LEEDS,WEST YORKSHIRE
LS279NQ,LS27,51.5,LEEDS,LEEDS,WEST YORKSHIRE
LS279NR,LS27,56.6,LEEDS,LEEDS,WEST YORKSHIRE
LS279NS,LS27,66.3,LEEDS,LEEDS,WEST YORKSHIRE
LS279NT,LS27,95.4,LEEDS,LEEDS,WEST YORKSHIRE
LS279NU,LS27,45.4,LEEDS,LEEDS,WEST YORKSHIRE
LS279NY,LS27,75.7,LEEDS,LEEDS,WEST YORKSHIRE
LS279PA,LS27,63.1,LEEDS,LEEDS,WEST YORKSHIRE
LS279PB,LS27,65.6,LEEDS,LEEDS,WEST YORKSHIRE
LS279PD,LS27,101.7,LEEDS,LEEDS,WEST YORKSHIRE
LS279PF,LS27,86.2,LEEDS,LEEDS,WEST YORKSHIRE
LS279PG,LS27,37.2,LEEDS,LEEDS,WEST YORKSHIRE
LS279PH,LS27,50.7,LEEDS,LEEDS,WEST YORKSHIRE
LS279PJ,LS27,61.8,LEEDS,LEEDS,WEST YORKSHIRE
LS279PL,LS27,53.1,LEEDS,LEEDS,WEST YORKSHIRE
LS279PN,LS27,47.7,LEEDS,LEEDS,WEST YORKSHIRE
LS279PP,LS27,52.2,LEEDS,LEEDS,WEST YORKSHIRE
LS279PQ,LS27,56.3,LEEDS,LEEDS,WEST YORKSHIRE
LS279PR,LS27,75.2,LEEDS,LEEDS,WEST YORKSHIRE
LS279PS,LS27,48.3,LEEDS,LEEDS,WEST YORKSHIRE
LS279PU,LS27,38.1,LEEDS,LEEDS,WEST YORKSHIRE
LS279PW,LS27,45,LEEDS,LEEDS,WEST YORKSHIRE
LS279PX,LS27,41.8,LEEDS,LEEDS,WEST YORKSHIRE
LS279PY,LS27,48,LEEDS,LEEDS,WEST YORKSHIRE
LS279PZ,LS27,77.8,LEEDS,LEEDS,WEST YORKSHIRE
LS279QA,LS27,69.4,LEEDS,LEEDS,WEST YORKSHIRE
LS279QB,LS27,26.2,LEEDS,LEEDS,WEST YORKSHIRE
LS279QD,LS27,33.5,LEEDS,LEEDS,WEST YORKSHIRE
LS279QE,LS27,54.1,LEEDS,LEEDS,WEST YORKSHIRE
LS279QG,LS27,44.2,LEEDS,LEEDS,WEST YORKSHIRE
LS279QJ,LS27,62.7,LEEDS,LEEDS,WEST YORKSHIRE
LS279QL,LS27,62.3,LEEDS,LEEDS,WEST YORKSHIRE
LS279QN,LS27,53.2,LEEDS,LEEDS,WEST YORKSHIRE
LS279QP,LS27,40,LEEDS,LEEDS,WEST YORKSHIRE
LS279QQ,LS27,40.5,LEEDS,LEEDS,WEST YORKSHIRE
LS279QS,LS27,46.2,LEEDS,LEEDS,WEST YORKSHIRE
LS279QW,LS27,61.8,LEEDS,LEEDS,WEST YORKSHIRE
LS279QY,LS27,49,LEEDS,LEEDS,WEST YORKSHIRE
LS279QZ,LS27,61,LEEDS,LEEDS,WEST YORKSHIRE
LS279RA,LS27,52.5,LEEDS,LEEDS,WEST YORKSHIRE
LS279RD,LS27,35.6,LEEDS,LEEDS,WEST YORKSHIRE
LS279RN,LS27,63.8,LEEDS,LEEDS,WEST YORKSHIRE
LS279RW,LS27,33.7,LEEDS,LEEDS,WEST YORKSHIRE
LS279RX,LS27,72.7,LEEDS,LEEDS,WEST YORKSHIRE
LS279RY,LS27,74.4,LEEDS,LEEDS,WEST YORKSHIRE
LS279RZ,LS27,35.2,LEEDS,LEEDS,WEST YORKSHIRE
LS279SA,LS27,46.3,LEEDS,LEEDS,WEST YORKSHIRE
LS279SB,LS27,56.1,LEEDS,LEEDS,WEST YORKSHIRE
LS279SD,LS27,59.5,LEEDS,LEEDS,WEST YORKSHIRE
LS279SE,LS27,54.6,LEEDS,LEEDS,WEST YORKSHIRE
LS279SG,LS27,23.4,LEEDS,LEEDS,WEST YORKSHIRE
LS279SH,LS27,38.3,LEEDS,LEEDS,WEST YORKSHIRE
LS279SJ,LS27,33,LEEDS,LEEDS,WEST YORKSHIRE
LS279SQ,LS27,17.3,LEEDS,LEEDS,WEST YORKSHIRE
LS279TA,LS27,70,LEEDS,LEEDS,WEST YORKSHIRE
LS279TB,LS27,64.3,LEEDS,LEEDS,WEST YORKSHIRE
LS279TD,LS27,59.4,LEEDS,LEEDS,WEST YORKSHIRE
LS279TE,LS27,52.7,LEEDS,LEEDS,WEST YORKSHIRE
LS279TF,LS27,69.9,LEEDS,LEEDS,WEST YORKSHIRE
LS279TH,LS27,40.8,LEEDS,LEEDS,WEST YORKSHIRE
LS279TJ,LS27,120.3,LEEDS,LEEDS,WEST YORKSHIRE
LS279TL,LS27,77.6,LEEDS,LEEDS,WEST YORKSHIRE
LS279TQ,LS27,58.7,LEEDS,LEEDS,WEST YORKSHIRE
LS27AD,LS27,17,LEEDS,LEEDS,WEST YORKSHIRE
LS27AR,LS27,16.1,LEEDS,LEEDS,WEST YORKSHIRE
LS27BF,LS27,24.8,LEEDS,LEEDS,WEST YORKSHIRE
LS27DA,LS27,16.5,LEEDS,LEEDS,WEST YORKSHIRE
LS27DB,LS27,23.5,LEEDS,LEEDS,WEST YORKSHIRE
LS27DJ,LS27,28.9,LEEDS,LEEDS,WEST YORKSHIRE
LS27DR,LS27,17.1,LEEDS,LEEDS,WEST YORKSHIRE
LS27DY,LS27,14.9,LEEDS,LEEDS,WEST YORKSHIRE
LS27EA,LS27,16.8,LEEDS,LEEDS,WEST YORKSHIRE
LS27EE,LS27,16.2,LEEDS,LEEDS,WEST YORKSHIRE
LS27EF,LS27,32.8,LEEDS,LEEDS,WEST YORKSHIRE
LS27EJ,LS27,17.9,LEEDS,LEEDS,WEST YORKSHIRE
LS27EQ,LS27,48.2,LEEDS,LEEDS,WEST YORKSHIRE
LS27ES,LS27,49.1,LEEDS,LEEDS,WEST YORKSHIRE
LS27EW,LS27,39.9,LEEDS,LEEDS,WEST YORKSHIRE
LS27EY,LS27,21.3,LEEDS,LEEDS,WEST YORKSHIRE
LS27EZ,LS27,18.2,LEEDS,LEEDS,WEST YORKSHIRE
LS27HA,LS27,16.1,LEEDS,LEEDS,WEST YORKSHIRE
LS27HB,LS27,18.7,LEEDS,LEEDS,WEST YORKSHIRE
LS27JP,LS27,30.3,LEEDS,LEEDS,WEST YORKSHIRE
LS27JQ,LS27,41.5,LEEDS,LEEDS,WEST YORKSHIRE
LS27JS,LS27,4.1,LEEDS,LEEDS,WEST YORKSHIRE
LS27JT,LS27,18.8,LEEDS,LEEDS,WEST YORKSHIRE
LS27LB,LS27,28.3,LEEDS,LEEDS,WEST YORKSHIRE
LS27NA,LS27,13.1,LEEDS,LEEDS,WEST YORKSHIRE
LS27PN,LS27,23.4,LEEDS,LEEDS,WEST YORKSHIRE
LS27PQ,LS27,14.4,LEEDS,LEEDS,WEST YORKSHIRE
LS27PS,LS27,30.6,LEEDS,LEEDS,WEST YORKSHIRE
LS27PU,LS27,18.9,LEEDS,LEEDS,WEST YORKSHIRE
LS27QB,LS27,101.8,LEEDS,LEEDS,WEST YORKSHIRE
LS27QG,LS27,59.5,LEEDS,LEEDS,WEST YORKSHIRE
LS27QN,LS27,20.6,LEEDS,LEEDS,WEST YORKSHIRE
LS27QP,LS27,14.5,LEEDS,LEEDS,WEST YORKSHIRE
LS27QQ,LS27,15.1,LEEDS,LEEDS,WEST YORKSHIRE
LS27QS,LS27,85.7,LEEDS,LEEDS,WEST YORKSHIRE
LS27QW,LS27,19.1,LEEDS,LEEDS,WEST YORKSHIRE
LS285AA,LS28,76.2,LEEDS,PUDSEY,WEST YORKSHIRE
LS285AB,LS28,68,LEEDS,PUDSEY,WEST YORKSHIRE
LS285AD,LS28,58.3,LEEDS,PUDSEY,WEST YORKSHIRE
LS285AE,LS28,46.4,LEEDS,PUDSEY,WEST YORKSHIRE
LS285AF,LS28,25,LEEDS,PUDSEY,WEST YORKSHIRE
LS285AH,LS28,74.5,LEEDS,PUDSEY,WEST YORKSHIRE
LS285AJ,LS28,40.1,LEEDS,PUDSEY,WEST YORKSHIRE
LS285AL,LS28,56.3,LEEDS,PUDSEY,WEST YORKSHIRE
LS285AN,LS28,45.1,LEEDS,PUDSEY,WEST YORKSHIRE
LS285AR,LS28,49.4,LEEDS,PUDSEY,WEST YORKSHIRE
LS285AS,LS28,68.5,LEEDS,PUDSEY,WEST YORKSHIRE
LS285AT,LS28,80.4,LEEDS,PUDSEY,WEST YORKSHIRE
LS285AU,LS28,43,LEEDS,PUDSEY,WEST YORKSHIRE
LS285AW,LS28,52.5,LEEDS,PUDSEY,WEST YORKSHIRE
LS285AX,LS28,56,LEEDS,PUDSEY,WEST YORKSHIRE
LS285AY,LS28,65.7,LEEDS,PUDSEY,WEST YORKSHIRE
LS285AZ,LS28,54.4,LEEDS,PUDSEY,WEST YORKSHIRE
LS285BB,LS28,48.8,LEEDS,PUDSEY,WEST YORKSHIRE
LS285BD,LS28,26.6,LEEDS,PUDSEY,WEST YORKSHIRE
LS285BE,LS28,68.9,LEEDS,PUDSEY,WEST YORKSHIRE
LS285BF,LS28,30.2,LEEDS,PUDSEY,WEST YORKSHIRE
