Postcode,shortPostcode,Avg_download,District,Town,County
BD109AB,BD10,20.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109AD,BD10,47.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109AH,BD10,47.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109AP,BD10,57.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109AR,BD10,40.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109AS,BD10,50.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109AT,BD10,32.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109AX,BD10,59.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109AY,BD10,23.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109BA,BD10,69.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109BD,BD10,39.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109BG,BD10,45.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109BH,BD10,61.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109BJ,BD10,50.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109BL,BD10,73.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109BN,BD10,49.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109BP,BD10,75.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109BT,BD10,67.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109BU,BD10,70.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109BW,BD10,61.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109BX,BD10,74.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109BY,BD10,81,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109DG,BD10,94.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109DW,BD10,28.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109EG,BD10,45.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109ER,BD10,73.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109EW,BD10,62.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109FG,BD10,34.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109FH,BD10,26.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109FL,BD10,39.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109HB,BD10,32.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109HE,BD10,67.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109HP,BD10,49.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109HQ,BD10,67.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109HR,BD10,47.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109HT,BD10,55.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109HU,BD10,67.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109HX,BD10,52.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109JD,BD10,83.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109JF,BD10,59.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109JG,BD10,21.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109JH,BD10,83.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109JJ,BD10,73.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109JQ,BD10,32.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109JS,BD10,89.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109JZ,BD10,42.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109LA,BD10,39,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109LB,BD10,58.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109LD,BD10,40.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109LE,BD10,49,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109LF,BD10,61.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109LQ,BD10,25.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109NE,BD10,40.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109NT,BD10,71.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109PB,BD10,54,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109PE,BD10,34.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109PH,BD10,22.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109PL,BD10,56.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109PP,BD10,14.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109PQ,BD10,66.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109PT,BD10,25.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109PY,BD10,49,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109QG,BD10,20.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109QJ,BD10,67.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109QL,BD10,56.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109QN,BD10,54,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109QP,BD10,86.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109QQ,BD10,58,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109QR,BD10,65,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109QW,BD10,20.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109QX,BD10,97.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109QZ,BD10,51.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109RB,BD10,19.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109RD,BD10,58.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109RF,BD10,38.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109RJ,BD10,50.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109RL,BD10,32.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109RP,BD10,16.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109RQ,BD10,51.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109RR,BD10,45.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109RS,BD10,99.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109RT,BD10,43.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109RU,BD10,78.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109RW,BD10,20.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109RX,BD10,76.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109RY,BD10,76.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109SA,BD10,44.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109SB,BD10,52.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109SD,BD10,50.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109SE,BD10,42,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109SH,BD10,73.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109SJ,BD10,52.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109SL,BD10,60.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109SN,BD10,72.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109SP,BD10,53.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109SQ,BD10,88.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109SS,BD10,64.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109ST,BD10,70.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109SY,BD10,62.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109TA,BD10,44.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109TB,BD10,47.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109TD,BD10,86.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109TG,BD10,43,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109TH,BD10,64.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109TJ,BD10,72.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109TN,BD10,30.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109TP,BD10,76.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109TR,BD10,78.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109TT,BD10,75,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109UG,BD10,33.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109UL,BD10,41.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD109UQ,BD10,32.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD111AB,BD11,54.8,LEEDS,BRADFORD,WEST YORKSHIRE
BD111AD,BD11,61,LEEDS,BRADFORD,WEST YORKSHIRE
BD111AG,BD11,19,LEEDS,BRADFORD,WEST YORKSHIRE
BD111AH,BD11,44.8,LEEDS,BRADFORD,WEST YORKSHIRE
BD111AJ,BD11,59.9,LEEDS,BRADFORD,WEST YORKSHIRE
BD111AL,BD11,62.2,LEEDS,BRADFORD,WEST YORKSHIRE
BD111AP,BD11,63.6,LEEDS,BRADFORD,WEST YORKSHIRE
BD111AR,BD11,78.8,LEEDS,BRADFORD,WEST YORKSHIRE
BD111AS,BD11,101.4,LEEDS,BRADFORD,WEST YORKSHIRE
BD111AU,BD11,38.5,LEEDS,BRADFORD,WEST YORKSHIRE
BD111AW,BD11,49.9,LEEDS,BRADFORD,WEST YORKSHIRE
BD111AX,BD11,73.6,LEEDS,BRADFORD,WEST YORKSHIRE
BD111AZ,BD11,60.3,LEEDS,BRADFORD,WEST YORKSHIRE
BD111BB,BD11,55,LEEDS,BRADFORD,WEST YORKSHIRE
BD111BD,BD11,41.3,LEEDS,BRADFORD,WEST YORKSHIRE
BD111BE,BD11,25.1,LEEDS,BRADFORD,WEST YORKSHIRE
BD111BG,BD11,69.7,LEEDS,BRADFORD,WEST YORKSHIRE
BD111BH,BD11,46.2,LEEDS,BRADFORD,WEST YORKSHIRE
BD111BJ,BD11,52.2,LEEDS,BRADFORD,WEST YORKSHIRE
BD111BN,BD11,27.8,LEEDS,BRADFORD,WEST YORKSHIRE
BD111BP,BD11,44.1,LEEDS,BRADFORD,WEST YORKSHIRE
BD111BQ,BD11,28.4,LEEDS,BRADFORD,WEST YORKSHIRE
BD111BT,BD11,87.8,LEEDS,BRADFORD,WEST YORKSHIRE
BD111BW,BD11,43.4,LEEDS,BRADFORD,WEST YORKSHIRE
BD111BX,BD11,40.5,LEEDS,BRADFORD,WEST YORKSHIRE
BD111DA,BD11,33.6,LEEDS,BRADFORD,WEST YORKSHIRE
BD111DB,BD11,24.5,LEEDS,BRADFORD,WEST YORKSHIRE
BD111DD,BD11,40.8,LEEDS,BRADFORD,WEST YORKSHIRE
BD111DF,BD11,53.8,LEEDS,BRADFORD,WEST YORKSHIRE
BD111DG,BD11,38,LEEDS,BRADFORD,WEST YORKSHIRE
BD111DH,BD11,48.3,LEEDS,BRADFORD,WEST YORKSHIRE
BD111DN,BD11,60.4,LEEDS,BRADFORD,WEST YORKSHIRE
BD111DQ,BD11,32.5,LEEDS,BRADFORD,WEST YORKSHIRE
BD111DR,BD11,35.8,LEEDS,BRADFORD,WEST YORKSHIRE
BD111DS,BD11,71.8,LEEDS,BRADFORD,WEST YORKSHIRE
BD111DT,BD11,70.2,LEEDS,BRADFORD,WEST YORKSHIRE
BD111DU,BD11,41.8,LEEDS,BRADFORD,WEST YORKSHIRE
BD111DW,BD11,72.6,LEEDS,BRADFORD,WEST YORKSHIRE
BD111DY,BD11,80.2,LEEDS,BRADFORD,WEST YORKSHIRE
BD111EA,BD11,44.2,LEEDS,BRADFORD,WEST YORKSHIRE
BD111EB,BD11,31.2,LEEDS,BRADFORD,WEST YORKSHIRE
BD111ED,BD11,51,LEEDS,BRADFORD,WEST YORKSHIRE
BD111EE,BD11,34.8,LEEDS,BRADFORD,WEST YORKSHIRE
BD111EH,BD11,50.9,LEEDS,BRADFORD,WEST YORKSHIRE
BD111EJ,BD11,45.6,LEEDS,BRADFORD,WEST YORKSHIRE
BD111EL,BD11,61.1,LEEDS,BRADFORD,WEST YORKSHIRE
BD111ER,BD11,31.5,LEEDS,BRADFORD,WEST YORKSHIRE
BD111ES,BD11,16.8,LEEDS,BRADFORD,WEST YORKSHIRE
BD111EU,BD11,48.2,LEEDS,BRADFORD,WEST YORKSHIRE
BD111EX,BD11,47,LEEDS,BRADFORD,WEST YORKSHIRE
BD111EY,BD11,80,LEEDS,BRADFORD,WEST YORKSHIRE
BD111EZ,BD11,49.1,LEEDS,BRADFORD,WEST YORKSHIRE
BD111HA,BD11,50.3,LEEDS,BRADFORD,WEST YORKSHIRE
BD111HB,BD11,53.9,LEEDS,BRADFORD,WEST YORKSHIRE
BD111HD,BD11,40.7,LEEDS,BRADFORD,WEST YORKSHIRE
BD111HE,BD11,36.5,LEEDS,BRADFORD,WEST YORKSHIRE
BD111HG,BD11,62.9,LEEDS,BRADFORD,WEST YORKSHIRE
BD111HH,BD11,48.4,LEEDS,BRADFORD,WEST YORKSHIRE
BD111HJ,BD11,48.5,LEEDS,BRADFORD,WEST YORKSHIRE
BD111HL,BD11,73.7,LEEDS,BRADFORD,WEST YORKSHIRE
BD111HN,BD11,65.8,LEEDS,BRADFORD,WEST YORKSHIRE
BD111HQ,BD11,17.6,LEEDS,BRADFORD,WEST YORKSHIRE
BD111HR,BD11,46.6,LEEDS,BRADFORD,WEST YORKSHIRE
BD111HS,BD11,49.4,LEEDS,BRADFORD,WEST YORKSHIRE
BD111HU,BD11,46.8,LEEDS,BRADFORD,WEST YORKSHIRE
BD111HW,BD11,60.3,LEEDS,BRADFORD,WEST YORKSHIRE
BD111HX,BD11,79.6,LEEDS,BRADFORD,WEST YORKSHIRE
BD111HY,BD11,61,LEEDS,BRADFORD,WEST YORKSHIRE
BD111HZ,BD11,86,LEEDS,BRADFORD,WEST YORKSHIRE
BD111JA,BD11,41.5,LEEDS,BRADFORD,WEST YORKSHIRE
BD111JB,BD11,59,LEEDS,BRADFORD,WEST YORKSHIRE
BD111JD,BD11,41,LEEDS,BRADFORD,WEST YORKSHIRE
BD111JG,BD11,12,LEEDS,BRADFORD,WEST YORKSHIRE
BD111JH,BD11,43.4,LEEDS,BRADFORD,WEST YORKSHIRE
BD111JL,BD11,51,LEEDS,BRADFORD,WEST YORKSHIRE
BD111JN,BD11,63.6,LEEDS,BRADFORD,WEST YORKSHIRE
BD111JP,BD11,20.6,LEEDS,BRADFORD,WEST YORKSHIRE
BD111JT,BD11,49.1,LEEDS,BRADFORD,WEST YORKSHIRE
BD111JU,BD11,19.3,LEEDS,BRADFORD,WEST YORKSHIRE
BD111JW,BD11,41.1,LEEDS,BRADFORD,WEST YORKSHIRE
BD111JX,BD11,85.6,LEEDS,BRADFORD,WEST YORKSHIRE
BD111JY,BD11,85.8,LEEDS,BRADFORD,WEST YORKSHIRE
BD111JZ,BD11,35,LEEDS,BRADFORD,WEST YORKSHIRE
BD111LA,BD11,19.9,LEEDS,BRADFORD,WEST YORKSHIRE
BD111LB,BD11,72.7,LEEDS,BRADFORD,WEST YORKSHIRE
BD111LD,BD11,91.2,LEEDS,BRADFORD,WEST YORKSHIRE
BD111LE,BD11,112,LEEDS,BRADFORD,WEST YORKSHIRE
BD111LH,BD11,22.7,LEEDS,BRADFORD,WEST YORKSHIRE
BD111LJ,BD11,42,LEEDS,BRADFORD,WEST YORKSHIRE
BD111LL,BD11,21.1,LEEDS,BRADFORD,WEST YORKSHIRE
BD111LN,BD11,79.8,LEEDS,BRADFORD,WEST YORKSHIRE
BD111LQ,BD11,45,LEEDS,BRADFORD,WEST YORKSHIRE
BD111LR,BD11,79.9,LEEDS,BRADFORD,WEST YORKSHIRE
BD111LS,BD11,58.4,LEEDS,BRADFORD,WEST YORKSHIRE
BD111LU,BD11,36.2,LEEDS,BRADFORD,WEST YORKSHIRE
BD111LX,BD11,84.1,LEEDS,BRADFORD,WEST YORKSHIRE
BD111LZ,BD11,45.3,LEEDS,BRADFORD,WEST YORKSHIRE
BD111NA,BD11,59.1,LEEDS,BRADFORD,WEST YORKSHIRE
BD111NB,BD11,29.1,LEEDS,BRADFORD,WEST YORKSHIRE
BD111ND,BD11,26.9,LEEDS,BRADFORD,WEST YORKSHIRE
BD111NE,BD11,26.3,LEEDS,BRADFORD,WEST YORKSHIRE
BD111NF,BD11,86.5,LEEDS,BRADFORD,WEST YORKSHIRE
BD111NH,BD11,58.6,LEEDS,BRADFORD,WEST YORKSHIRE
BD111NL,BD11,91.4,LEEDS,BRADFORD,WEST YORKSHIRE
BD111NP,BD11,21.1,LEEDS,BRADFORD,WEST YORKSHIRE
BD112AA,BD11,33.4,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112AB,BD11,32.6,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112AD,BD11,26,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112AE,BD11,31.8,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112AG,BD11,40.7,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112AH,BD11,35.6,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112AN,BD11,28.2,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112AP,BD11,19.8,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112AQ,BD11,46,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112AR,BD11,22.6,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112AS,BD11,11.4,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112AT,BD11,34.1,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112AU,BD11,29.2,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112AX,BD11,22.6,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112AY,BD11,39,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112AZ,BD11,13.6,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112BA,BD11,33.1,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112BB,BD11,20.5,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112BE,BD11,41,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112BG,BD11,40.8,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112BH,BD11,25.5,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112BJ,BD11,27.6,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112BL,BD11,39,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112BP,BD11,29,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112BS,BD11,26.2,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112BT,BD11,33.6,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112BU,BD11,13.8,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112BY,BD11,10.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD112DA,BD11,16.7,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112DD,BD11,19.4,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112DE,BD11,12.4,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112DG,BD11,8.9,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112DH,BD11,26.3,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112DL,BD11,9.5,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112DQ,BD11,17.4,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112DR,BD11,56.4,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112DS,BD11,31.1,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112EE,BD11,39.1,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112EF,BD11,45.9,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112EH,BD11,25.3,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112EL,BD11,43.2,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112EQ,BD11,30.4,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112ER,BD11,13.1,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112ES,BD11,25.2,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112ET,BD11,24.5,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112EU,BD11,25.9,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112EX,BD11,21.1,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112EY,BD11,25.9,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112HA,BD11,17.6,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112HB,BD11,10.7,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112HD,BD11,30.6,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112HH,BD11,31.3,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112HJ,BD11,47.4,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112HX,BD11,32.8,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112JB,BD11,31.7,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112JE,BD11,29.8,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112JG,BD11,36.8,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112JH,BD11,24,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112JJ,BD11,15.4,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112JL,BD11,34.6,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112JN,BD11,42.9,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112JP,BD11,15.4,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112JR,BD11,21.4,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112JS,BD11,27.1,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112JT,BD11,22.9,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112JX,BD11,19.9,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112JY,BD11,20.3,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112JZ,BD11,16.8,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112LA,BD11,13.7,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112LD,BD11,20,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112LE,BD11,19.4,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112LH,BD11,12.5,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112LJ,BD11,13.9,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112LQ,BD11,19.3,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112LR,BD11,31.1,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112LS,BD11,21.8,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112LU,BD11,31,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112LW,BD11,49.7,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112LY,BD11,19.9,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112NB,BD11,30.1,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112ND,BD11,37.5,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112NE,BD11,31.8,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112NG,BD11,17.8,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112NH,BD11,22.7,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112NJ,BD11,32.3,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112NL,BD11,22.9,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112NN,BD11,28.5,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112NP,BD11,29.8,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112NQ,BD11,22.8,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112NR,BD11,33.4,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112NS,BD11,23.6,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112NT,BD11,41.9,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112NU,BD11,44.7,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112NX,BD11,43.9,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112PA,BD11,41.3,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112PE,BD11,27,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112PF,BD11,39,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112PG,BD11,35.9,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD112PQ,BD11,23.7,KIRKLEES,BRADFORD,WEST YORKSHIRE
BD11AG,BD11,16.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD11JB,BD11,21.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD11NE,BD11,20.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD11QX,BD11,15.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD11SQ,BD11,20.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD11SR,BD11,22.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD11SW,BD11,21,BRADFORD,BRADFORD,WEST YORKSHIRE
BD11SX,BD11,27.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD11TH,BD11,20.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD11UG,BD11,17.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD120AB,BD12,88,BRADFORD,BRADFORD,WEST YORKSHIRE
BD120AD,BD12,31.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD120AN,BD12,63.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD120BE,BD12,53.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD120DA,BD12,68.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD120DD,BD12,49.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD120DF,BD12,52.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD120DJ,BD12,59.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD120DL,BD12,66.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD120DW,BD12,80.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD120EA,BD12,70.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD120EB,BD12,63.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD120EG,BD12,99,BRADFORD,BRADFORD,WEST YORKSHIRE
BD120EH,BD12,83.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD120EJ,BD12,24.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD120EN,BD12,84.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD120EQ,BD12,73.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD120ER,BD12,98.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD120ES,BD12,29.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD120EU,BD12,130.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD120EX,BD12,45,BRADFORD,BRADFORD,WEST YORKSHIRE
BD120EY,BD12,64.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD120HA,BD12,25.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD120HB,BD12,65.2,BRADFORD,BRADFORD,WEST YORKSHIRE
